,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
2033,"Large, Sunny 1.5Bedroom, 1Bath, Renovated Kitchen, 5 min to Train",1600.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-sunny-15bedroom-1bath/7277551263.html,1.0, (Bed Stuy),2021-02-14 19:21,1.0,40.686154,-73.919899,no pet,no laundry,no,multi
2034,UES: NO FEES!!! NO BULL!!!,2295.0,800.0,https://newyork.craigslist.org/mnh/apa/d/new-york-ues-no-fees-no-bull/7277550615.html,2.0, (UES),2021-02-14 19:19,1.0,40.769469,-73.949936,no pet,no laundry,no,multi
2035,Big 2 Bedroom Apartment with Lots of Light,1950.0,725.0,https://newyork.craigslist.org/que/apa/d/maspeth-big-bedroom-apartment-with-lots/7277550112.html,2.0, (Maspeth),2021-02-14 19:17,1.0,40.723649,-73.908741,no pet,on site,no,multi
2036,Bright 1 BR in Williamsburg - tons of natural light,3400.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-bright-br-in-williamsburg-tons/7277549846.html,1.0, (williamsburg),2021-02-14 19:16,1.0,40.711975,-73.951283,both pets,in unit,proctected,multi
2037,UES: Power to the People! NO FEE(S),1795.0,700.0,https://newyork.craigslist.org/mnh/apa/d/new-york-ues-power-to-the-people-no-fees/7277547754.html,1.0, (UES),2021-02-14 19:10,1.0,40.772073,-73.949937,no pet,no laundry,no,multi
2038,"Sunny, Charming 1bedroom, 1 bathroom, Pantry, Large Closet",1700.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-charming-1bedroom/7277547680.html,1.0, (Bed Stuy),2021-02-14 19:10,1.0,40.686756,-73.924513,no pet,no laundry,no,multi
2040,Spacious 1 Bedroom apartment in Astoria ONLY $1750,1750.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/astoria-spacious-bedroom-apartment-in/7277546368.html,1.0, (Astoria),2021-02-14 19:06,1.0,40.7763,-73.911,no pet,no laundry,no,multi
2041,********Gorgeous South Facing*******statue of liberty views*********24,2700.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-south-facingstatue-of/7277544411.html,2.0, (Battery Park),2021-02-14 19:00,1.0,40.707449,-74.013791,both pets,no laundry,no,multi
2042,Cozy 2 Bedroom apartment in Manhattan only $2150,2150.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-cozy-bedroom-apartment-in/7277543862.html,2.0, (Lower East Side),2021-02-14 18:58,1.0,40.7313,-73.9892,no pet,no laundry,no,multi
2043,UES: POWER TO THE PEOPLE!!!,1700.0,600.0,https://newyork.craigslist.org/mnh/apa/d/new-york-ues-power-to-the-people/7277543177.html,1.0, (UES),2021-02-14 18:56,1.0,40.772073,-73.949937,no pet,no laundry,no,multi
2044,Recently renovated Studio apartment in The Bronx $1450,1450.0,497.9347826086956,https://newyork.craigslist.org/brx/apa/d/bronx-recently-renovated-studio/7277542751.html,0.0, (Bronx),2021-02-14 18:55,1.0,40.8633,-73.8895,no pet,on site,no,multi
2045,Available immediately,2200.0,500.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-available-immediately/7277542631.html,2.0, (Carroll Gardens),2021-02-14 18:54,1.0,40.67842,-74.000055,both pets,no laundry,no,multi
2046,"Washer/Dryer, Sunny, Spacious Flex 3 Bedroom, 1 Bath",2350.0,950.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-washer-dryer-sunny-spacious/7277542241.html,3.0, (Crown Heights),2021-02-14 18:53,1.0,40.671525,-73.928869,cats,in unit,no,multi
2047,Remolded 2 Bedroom apartment in Woodside $2150,2150.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/woodside-remolded-bedroom-apartment-in/7277541880.html,2.0, (Woodside),2021-02-14 18:52,1.0,40.745,-73.907,no pet,no laundry,no,multi
2048,Must see 2 Bedroom,1950.0,800.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-must-see-bedroom/7277540362.html,2.0, (Carroll Gardens),2021-02-14 18:47,1.0,40.675406,-74.000108,both pets,no laundry,off-street,multi
2049,Updated 1 Bedroom apartment in Woodside $1750,1750.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/woodside-updated-bedroom-apartment-in/7277540343.html,1.0, (Woodside),2021-02-14 18:47,1.0,40.745,-73.907,no pet,no laundry,no,multi
2050,"No fee, unique 2BR 2BA in doorman building, a block from Central Park",3900.0,1100.0,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-unique-2br-2ba-in/7277540082.html,2.0, (Upper East Side),2021-02-14 18:46,2.0,40.782491,-73.957257,both pets,on site,proctected,multi
2053,“Penthouse” Corner 3 bedroom with windows everywhere!,2450.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/east-elmhurst-penthouse-corner-bedroom/7277538667.html,3.0, (Jackson heights),2021-02-14 18:42,1.0,40.7611,-73.8916,no pet,no laundry,no,multi
2054,Plenty of private outdoor space in this 2 bedroom,2400.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/ridgewood-plenty-of-private-outdoor/7277538464.html,2.0, (Ridgewood),2021-02-14 18:41,1.0,40.697883,-73.894826,cats,no laundry,no,multi
2055,☕️☀️Spacious🍞3 bed🥑1 bath🍳2nd floor🌈2 family🌗🍸,2500.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/ridgewood-spacious3-bed1-bath2nd-floor2/7277538148.html,3.0, (Ridgewood),2021-02-14 18:40,1.0,40.697974,-73.894848,no pet,no laundry,no,multi
2056,"Sunny, Massive 1000 sq ft 2Bed+Office, 1 Bath W/ Exposed Brick,",2200.0,1000.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-massive-1000-sq-ft/7277537802.html,3.0, (Bed Stuy),2021-02-14 18:39,1.0,40.689913,-73.954425,both pets,no laundry,no,multi
2057,FIDI Wall St - Room for Rent - Flex 3 Apt - 3 FREE MONTHS - NO FEE,950.0,1235.952380952381,https://newyork.craigslist.org/mnh/apa/d/new-york-fidi-wall-st-room-for-rent/7277536631.html,4.0, (Financial District),2021-02-14 18:36,2.0,40.705183,-74.007392,both pets,in unit,proctected,multi
2058,BRAND NEW BUILDING !! HARDWOOD FLOORS,1700.0,650.0,https://newyork.craigslist.org/brx/apa/d/bronx-brand-new-building-hardwood-floors/7277534658.html,1.0, (SOUTH BRONX),2021-02-14 18:30,1.0,40.8153,-73.9072,no pet,in unit,protected,multi
2059,"Sunny, Open Spacious 1Bedroom+1Bathroom, Custom Closets, Bed-Nost G",2100.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-open-spacious/7277533864.html,1.0, (BedStuy),2021-02-14 18:27,1.0,40.688107,-73.955069,no pet,no laundry,no,multi
2060,NO FEE LUXURY 2 BEDROOMS AVAILABLE!!!,2200.0,922.3730569948186,https://newyork.craigslist.org/brx/apa/d/bronx-no-fee-luxury-bedrooms-available/7277533735.html,2.0, (Bronx),2021-02-14 18:27,1.0,40.9011,-73.9053,both pets,on site,no,multi
2061,Newly updated one bedroom apartment,1500.0,916.6666666666666,https://newyork.craigslist.org/que/apa/d/college-point-newly-updated-one-bedroom/7277527667.html,1.0, (College Point),2021-02-14 18:09,1.0,40.7855,-73.845,no pet,no laundry,off-street,single
2062,RARE 1 BR CO-OP LANDMARK BLDG RENTAL ON GRAMERCY PARK EAST,3255.0,675.0,https://newyork.craigslist.org/mnh/apa/d/new-york-rare-br-co-op-landmark-bldg/7277525147.html,1.0, (Gramercy),2021-02-14 18:02,1.0,40.7375,-73.9813,no pet,on site,no,multi
2063,SEC-8 3 BEDROOM SEC-8 3 BEDROOM,2800.0,1103.2173913043478,https://newyork.craigslist.org/brx/apa/d/bronx-sec-3-bedroom-sec-3-bedroom/7277523652.html,3.0, (BRONX),2021-02-14 17:58,1.0,40.814551,-73.849097,no pet,no laundry,off-street,multi
2064,"Bedford Stuyvesant 4.5 Bedroom Duplex, 2 Bath Private Roof Deck",3000.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedford-stuyvesant-45-bedroom/7277522944.html,4.0, (Bedford Stuyvesant),2021-02-14 17:56,2.0,40.689694,-73.933393,both pets,on site,no,multi
2065,Spacious single family house for rent,4800.0,3000.0,https://newyork.craigslist.org/wch/apa/d/yonkers-spacious-single-family-house/7277521013.html,4.0, (Yonkers),2021-02-14 17:51,3.0,40.9656,-73.8434,no pet,in unit,proctected,single
2067,"Sunny, Gorgeous 1.5BR! Dishwasher. Great for Couple! South Park Slope",2000.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-gorgeous-15br-dishwasher/7277514908.html,1.0, (South Park Slope - NO FEE),2021-02-14 17:35,1.0,40.659624,-73.997942,no pet,no laundry,no,multi
2068,"Brand New 3 Bed, 3 Bath with Laundry & Balcony in Williamsburg!",3300.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-bed-bath-with/7277513425.html,3.0, (Williamsburg),2021-02-14 17:31,3.0,40.679,-73.9644,both pets,in unit,no,multi
2071,spacious 1 bedroom 1 bath . Separate Kitchen,1599.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-bedroom-bath-separate/7277512514.html,1.0, (Flatbush @ B & Q at Beverly Rd),2021-02-14 17:29,1.0,40.644576,-73.957978,both pets,no laundry,no,multi
2074,"Nice renovated 3 bedroom townhouse , master bedroom . 2 baths, W/D,",2699.0,1125.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-nice-renovated-bedroom/7277510800.html,3.0," (Bedstuy @ Myrtle J,M,Z)",2021-02-14 17:25,2.0,40.693538,-73.93919,both pets,in unit,no,multi
2077,Downtown Brooklyn - Sublet through Nov 2021,2850.0,645.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-downtown-brooklyn-sublet/7277509569.html,1.0, (Downtown Brooklyn),2021-02-14 17:21,1.0,40.690292,-73.984433,no pet,no laundry,no,multi
2078,Cheapest 3 Bedroom on East Williamsburg/Bed Stuy border Large Bedrooms,2000.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-cheapest-bedroom-on-east/7277506998.html,3.0, (East Williamsburg),2021-02-14 17:15,1.0,40.700358,-73.945042,both pets,no laundry,no,multi
2079,Sun filled 2 BR - on campus at Columbia! Intl students welcome. no fee,2000.0,750.0,https://newyork.craigslist.org/mnh/apa/d/new-york-sun-filled-br-on-campus-at/7277506792.html,2.0, (Upper West Side),2021-02-14 17:14,1.0,40.814167,-73.959789,both pets,no laundry,no,multi
2080,Yes it's a fireplace! Extraordinary 2 bedroom. Caesarstone. Stainless!,2200.0,900.0,https://newyork.craigslist.org/mnh/apa/d/new-york-yes-its-fireplace/7277506413.html,2.0, (Upper West Side),2021-02-14 17:13,1.0,40.804428,-73.95109,no pet,no laundry,no,multi
2082,Port Washington Two Bedroom * Hardwood Floors * Laundry * LIRRLIRR,2695.0,922.3730569948186,https://newyork.craigslist.org/lgi/apa/d/port-washington-port-washington-two/7277504172.html,2.0, (Port Washington),2021-02-14 17:08,1.0,40.835,-73.6964,no pet,on site,off-street,multi
2084,Port Washington ~* One Bedroom Apartment~*~ Laundry_Courtyards_LIRR,2245.0,717.6746411483253,https://newyork.craigslist.org/lgi/apa/d/port-washington-port-washington-one/7277503542.html,1.0, (Port Washington),2021-02-14 17:06,1.0,40.835,-73.6964,no pet,on site,off-street,multi
2085,Port Washington Studio * Hardwood Floors * Laundry * LIRRLIRR,1970.0,497.9347826086956,https://newyork.craigslist.org/lgi/apa/d/port-washington-port-washington-studio/7277502910.html,0.0, (Port Washington),2021-02-14 17:04,1.0,40.835,-73.6964,no pet,on site,off-street,multi
2086,Roslyn * One Bedroom Apartment* NO FEE * Granite_LIRR,2245.0,717.6746411483253,https://newyork.craigslist.org/lgi/apa/d/roslyn-heights-roslyn-one-bedroom/7277502493.html,1.0, (Roslyn),2021-02-14 17:03,1.0,40.7845,-73.6403,cats,on site,off-street,multi
2088,"$2,000 /Sunset Park 2 Bed 1 Bath Apartment",2000.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-2000-sunset-park-bed-bath/7277501150.html,2.0, (Sunset Park),2021-02-14 17:00,1.0,40.6412,-74.0133,no pet,no laundry,no,multi
2089,$1550 - LARGE STUDIO,1550.0,500.0,https://newyork.craigslist.org/que/apa/d/long-island-city-large-studio/7277500679.html,0.0, (Long Island City),2021-02-14 16:59,1.0,40.753304,-73.936803,cats,no laundry,no,multi
2091,2Beds 1Bath Walk in,1400.0,837.5,https://newyork.craigslist.org/que/apa/d/bayside-2beds-1bath-walk-in/7277496917.html,2.0, (Bayside),2021-02-14 16:50,1.0,40.7627,-73.7745,no pet,no laundry,no,single
2093,Apartment 2nd unit for rent,2600.0,1235.952380952381,https://newyork.craigslist.org/stn/apa/d/staten-island-apartment-2nd-unit-for/7277495305.html,4.0," (Castleton corners, staten island)",2021-02-14 16:46,2.0,40.616715,-74.123179,no pet,no laundry,no,multi
2095,$2200 / 3br - or 2 BR w/Formal DR 1200 sq. ft.,2200.0,1200.0,https://newyork.craigslist.org/wch/apa/d/yonkers-br-or-br-formal-dr-1200-sq-ft/7277493954.html,3.0, (Historic Park Hill - Yonkers),2021-02-14 16:43,1.0,40.910464,-73.888657,both pets,on site,no,multi
2097,Very Spacious 3 bed / 2 bath w/ in-unit Washer + Dryer & Dishwasher,2399.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-very-spacious-bed-bath-in-unit/7277490660.html,3.0, (Bushwick short walk from the Chauncey St.),2021-02-14 16:34,2.0,40.679749,-73.928651,no pet,in unit,no,multi
2098,SUPER THREE BEDROOM TWO FULL BATH SPACIOUS PARKING EXTRA,2100.0,1000.0,https://newyork.craigslist.org/que/apa/d/flushing-super-three-bedroom-two-full/7277489141.html,3.0, (FLUSHING),2021-02-14 16:31,2.0,40.77591,-73.825852,no pet,no laundry,no,multi
2100,"Beautiful JR 1Bed/1Bath! Prime prospect Lefferts gardens! B,Q Trains",1650.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-jr-1bed-1bath-prime/7277487772.html,1.0, (crown heights),2021-02-14 16:27,1.0,40.658225,-73.957354,both pets,no laundry,no,multi
2101,$1600**No Fee**2 br**BALCONY**LAUNDRY__SUNSET PARK SLOPE INDUSTRY CITY,1600.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-1600no-fee2/7277485595.html,2.0, (❤️ SUNSET PARK______________________________________________),2021-02-14 16:22,1.0,40.6412,-74.0133,no pet,on site,no,multi
2102,apartamento 2 cuartos,2150.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/new-york-apartamento-cuartos/7277485561.html,2.0, (flushing),2021-02-14 16:22,1.0,40.726196,-73.987491,no pet,no laundry,no,multi
2103,$1595__1br_Elevator-BALCONY__SUNSET PARK SLOPE GREENWOOD INDUSTRY CITY,1595.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-15951brelevator-balconysunset/7277484666.html,1.0, (❤️ SUNSET PARK______________________________________________),2021-02-14 16:20,1.0,40.64662,-74.019377,no pet,no laundry,no,multi
2104,"Groovy 3Bed w/ two floors in central Bushwick, near Maria Hernandez!",2350.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-groovy-3bed-two-floors-in/7277484216.html,3.0, (Bushwick),2021-02-14 16:19,1.0,40.7006,-73.918,no pet,no laundry,no,multi
2105,$1500___1 BR__WORK - LIVE____SUNSET PARK SLOPE GREENWOOD INDUSTRY CITY,1500.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-brwork-livesunset-park-slope/7277481241.html,1.0, (❤️ SUNSET PARK______________________________________________),2021-02-14 16:12,1.0,40.650169,-74.010108,no pet,no laundry,no,multi
2107,$1595_1 BR_BY THE PARK___100% NO FEE___SUNSET PARK SLOPE INDUSTRY CITY,1595.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-brby-the-park100-no-feesunset/7277480354.html,1.0, (❤️ SUNSET PARK______________________________________________),2021-02-14 16:10,1.0,40.645024,-74.003391,no pet,no laundry,no,multi
2108,$1650_1 BR + OFFICE__NO FEE__SUNSET PARK SLOPE GREENWOOD INDUSTRY CITY,1650.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-br-officeno-feesunset-park/7277479767.html,1.0, (❤️ SUNSET PARK______________________________________________),2021-02-14 16:09,1.0,40.650527,-74.003949,both pets,no laundry,no,multi
2109,$1525__**_1 BR + OFFICE_**__SUNSET PARK SLOPE GREENWOOD INDUSTRY CITY,1525.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-br-officesunset-park-slope/7277478073.html,1.0, (❤️ SUNSET PARK______________________________________________),2021-02-14 16:05,1.0,40.642452,-74.018347,cats,no laundry,no,multi
2110,Apt near MTA buses and LIRR trains,2050.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/springfield-gardens-apt-near-mta-buses/7277474902.html,3.0, (Springfield Gardens),2021-02-14 15:58,1.0,40.663185,-73.745513,no pet,no laundry,no,multi
2111,Immediate Availability in World-Class Lux FIDI Apt w/ New Renovations-,1950.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-immediate-availability-in/7277474802.html,1.0, (Financial District),2021-02-14 15:58,1.0,40.7085,-74.0135,both pets,on site,no,multi
2112,"__“G, J, M” TRAINS__NEW COMPLEX____APARTMENT_________NO FEE___________",1799.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-j-trainsnew-complexapartmentno/7277471129.html,2.0, ((_________BEDSTUY____CLINTON HILL___________)),2021-02-14 15:50,1.0,40.693172,-73.948768,both pets,no laundry,no,multi
2113,"Entire no fee newer 2 bedroom - gym, roof, laundry,central air",1975.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-entire-no-fee-newer-bedroom/7277469177.html,2.0, (Brooklyn),2021-02-14 15:45,1.0,40.6931,-73.9341,both pets,on site,no,multi
2115,Bushwick 3br newly renovated outdoor space basement storage,2499.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-3br-newly-renovated/7277466392.html,3.0, (Brooklyn),2021-02-14 15:39,1.0,40.707299,-73.918632,no pet,no laundry,no,multi
2116,Very sunny MASSIVE lofty studio apt (LIVE/WORK option),1850.0,600.0,https://newyork.craigslist.org/mnh/apa/d/new-york-very-sunny-massive-lofty/7277465595.html,0.0, (Harlem / Morningside),2021-02-14 15:37,1.0,40.8246,-73.9507,both pets,in unit,no,multi
2117,Newly Renovated 3 Bedroom on Border of East Williamsburg and Bushwick,2300.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-bedroom-on/7277463902.html,3.0, (New York),2021-02-14 15:33,1.0,40.701389,-73.937956,both pets,on site,no,multi
2118,One bedroom apt water views,1600.0,440.0,https://newyork.craigslist.org/fct/apa/d/greenwich-one-bedroom-apt-water-views/7277463384.html,1.0, (Greenwich (Glenville)),2021-02-14 15:32,1.0,41.0549,-73.6594,no pet,in unit,proctected,multi
2119,One bedroom and Office,1625.0,900.0,https://newyork.craigslist.org/que/apa/d/flushing-one-bedroom-and-office/7277455706.html,1.0, (Maspeth),2021-02-14 15:15,1.0,40.731655,-73.820535,no pet,no laundry,no,multi
2120,NO FEE+LAST MON FREE-GORGEOUS LOFT STUDIO-DM/EL/LDRY-SLEEP LOFT-DW-AC,1818.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-no-feelast-mon-free-gorgeous/7277455572.html,0.0, (East Village),2021-02-14 15:15,1.0,40.730039,-73.991068,no pet,on site,no,multi
2121,No fee - Four bedroom apartment for rent (10m to subway),2400.0,1000.0,https://newyork.craigslist.org/que/apa/d/ridgewood-no-fee-four-bedroom-apartment/7277449968.html,4.0, (Ridgewood/Glendale (close to bushwick)),2021-02-14 15:04,1.0,40.698137,-73.89576,both pets,on site,off-street,multi
2122,1 BR Queens/Nassau Border 1st Floor Newly Renovated,1775.0,717.6746411483253,https://newyork.craigslist.org/lgi/apa/d/bellerose-br-queens-nassau-border-1st/7277445743.html,1.0, (Bellerose  Queens/Long Island border),2021-02-14 14:55,1.0,40.7347,-73.723,no pet,no laundry,no,multi
2123,Beautiful and Spacious 1 Bedroom available near Kingsbridge!!,1600.0,704.0,https://newyork.craigslist.org/brx/apa/d/bronx-beautiful-and-spacious-bedroom/7277441252.html,1.0, (Bronx),2021-02-14 14:46,1.0,40.9011,-73.9053,no pet,no laundry,no,multi
2124,Spacious Newly Renovated Four Bedrooms 1100sf private house,2200.0,1100.0,https://newyork.craigslist.org/que/apa/d/sunnyside-spacious-newly-renovated-four/7277440749.html,4.0, (Flushing/Maspeth/Woodside),2021-02-14 14:45,1.0,40.734062,-73.919535,no pet,no laundry,no,multi
2125,NO FEE 1bd attic apartment,1500.0,400.0,https://newyork.craigslist.org/wch/apa/d/tarrytown-no-fee-1bd-attic-apartment/7277438276.html,1.0, (Sleepy Hollow),2021-02-14 14:39,1.0,41.0897,-73.844,no pet,on site,protected,multi
2126,Apartment for rent,2300.0,1200.0,https://newyork.craigslist.org/brx/apa/d/bronx-apartment-for-rent/7277436767.html,3.0, (Bronx),2021-02-14 14:36,1.0,40.8798,-73.9067,both pets,in unit,no,multi
2127,1 bedroom new building,1850.0,600.0,https://newyork.craigslist.org/que/apa/d/elmhurst-bedroom-new-building/7277435762.html,1.0, (Elmhurst),2021-02-14 14:34,1.0,40.728982,-73.882373,both pets,on site,proctected,multi
2128,"Rento apartamento ,Dos habitaciones Sin tarifa de corredor￼",1800.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/richmond-hill-rento-apartamento-dos/7277435641.html,2.0, (Richmond Hill),2021-02-14 14:34,1.0,40.698,-73.835,no pet,no laundry,no,multi
2130,2 Bedrooms avail. in 3 BR Bushwick apt w Private Outdoor Space!,1088.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedrooms-avail-in-br-bushwick/7277434566.html,3.0, (Bushwick/Ridgewood border),2021-02-14 14:32,2.0,40.7006,-73.918,no pet,on site,no,multi
2131,2 rooms for rent,800.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/brooklyn-rooms-for-rent/7277431784.html,3.0, (Long Island City),2021-02-14 14:26,3.0,40.691322,-73.961191,no pet,no laundry,protected,multi
2132,Beautiful Bedstuy Townhouse Floor Through 3 Bed! No Fee!,2699.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-bedstuy-townhouse/7277427193.html,3.0, (Bedstuy @ Myrtle-Broadway JMZ),2021-02-14 14:17,2.0,40.693573,-73.939576,both pets,no laundry,no,multi
2133,MASSIVE 2 BDRM + BIG BACKYARD IN SPACIOUS WINDSOR TERRACE APT!! HUGE,4400.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-massive-bdrm-big-backyard-in/7277427118.html,2.0, (Windsor Terrace),2021-02-14 14:17,2.5,40.6424,-73.9758,both pets,no laundry,no,multi
2135,"Beautiful Studio Available April 10, 2021",1650.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-studio-available/7277423766.html,0.0, (Midtown East),2021-02-14 14:10,1.0,40.757054,-73.965926,no pet,no laundry,no,multi
2136,2bed/2bath near Arverne by the sea,1900.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/arverne-2bed-2bath-near-arverne-by-the/7277420830.html,2.0, (Arverne),2021-02-14 14:04,2.0,40.5923,-73.7933,no pet,no laundry,no,multi
2137,"Beautiful Vintage 4 Bed. and 2 Bath 1700sq duplex,Yard,W/D",3800.0,1700.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-vintage-bed-and-bath/7277418825.html,4.0, (BUSHWICK/RIDGEWOOD),2021-02-14 14:01,2.0,40.701294,-73.905686,both pets,in unit,no,single
2138,Corner Loft style Townhouse apt with Private roofdeck,2195.0,916.6666666666666,https://newyork.craigslist.org/que/apa/d/brooklyn-corner-loft-style-townhouse/7277418466.html,1.0, (RIDGEWOOD BUSHWICK),2021-02-14 14:00,1.0,40.699033,-73.901609,both pets,in unit,no,single
2139,HUGE 1100SQ 3BR 2 BATHS.WASHER DRYER.YARD VINTAGE LOFT STYLE,2495.0,1100.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-1100sq-3br-bathswasher/7277418228.html,3.0, (BUSHWICK),2021-02-14 13:59,2.0,40.689477,-73.916127,both pets,in unit,no,multi
2140,Modern 2 bedroom with washer dryer in apt.Shared Back yard,1875.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-modern-bedroom-with-washer/7277417991.html,2.0, (BUSHWICK/L dekalb),2021-02-14 13:59,1.0,40.699628,-73.923833,both pets,in unit,no,multi
2141,Stunning 1 Bed Apt. Separate Living Room. Prime Crown Heights!,1650.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-bed-apt-separate/7277411967.html,1.0, (crown heights),2021-02-14 13:47,1.0,40.663808,-73.937264,both pets,no laundry,no,multi
2142,1 BEDROOM APT AVAILABLE IN PRIME BUSHWICK ON TROUTMAN ST**ASAP MOVE IN,2000.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-apt-available-in-prime/7277411168.html,1.0, (Bushwick),2021-02-14 13:45,1.0,40.7012,-73.9436,both pets,on site,no,multi
2144,3 bedroom/1 bath LARGE SUNNY APARTMENT,2200.0,950.0,https://newyork.craigslist.org/mnh/apa/d/new-york-bedroom-bath-large-sunny/7277408881.html,3.0, (Inwood / Wash Hts),2021-02-14 13:40,1.0,40.861086,-73.927585,both pets,on site,no,multi
2145,2 bedroom apartment for rent first floor,2000.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/east-elmhurst-bedroom-apartment-for/7277408075.html,2.0, (25ave 99st east elmhurst),2021-02-14 13:38,1.0,40.7613,-73.8739,no pet,no laundry,no,multi
2148,"NO FEE*T-house floor, modern reno, great fixtures and light",2199.0,600.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-feet-house-floor-modern/7277406332.html,2.0, (Bedford Stuyvesant),2021-02-14 13:35,1.0,40.686578,-73.947456,both pets,no laundry,no,multi
2149,Spacious Studio Available,1717.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-studio-available/7277406267.html,1.0, (Crown Heights),2021-02-14 13:35,1.0,40.671646,-73.948416,both pets,on site,no,multi
2150,Laundry In Unit - Heat/Hot Water - Amazing Deal,2500.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-laundry-in-unit-heat-hot-water/7277405790.html,3.0, (Bushwick),2021-02-14 13:34,2.0,40.6907,-73.9274,both pets,in unit,no,multi
2152,NO FEE 2bd 24H doorman elevator Gym,1800.0,750.0,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-2bd-24h-doorman/7277396191.html,2.0, (Murray Hill),2021-02-14 13:13,1.0,40.747919,-73.973592,no pet,on site,no,multi
2153,NO FEE+LAST MON FREE-GORGEOUS(GIGANTC)2BR/2BA-DM/EL/LDRY-PRIV DECK-DW,4996.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-no-feelast-mon-free/7277395359.html,2.0, (East Village),2021-02-14 13:11,2.0,40.730039,-73.991068,no pet,on site,no,multi
